contact_id,daysmart_id,first_name,last_name,email,phone,last_appointment_date,primary_service,total_appointments,lifetime_spend,loyalty_points,sms_opt_in,email_opt_in,notes,zerobounce_status,data_status,import_date
DS-201709,DS-201709,Helen,Herman,kwilliamson@example.com,(701) 154-9177,2022-12-10,Color Treatment,15,4874.13,1250,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-201714,DS-201714,Faith,Johnson,wballard@example.com,(807) 805-3833,2024-04-18,Color Treatment,80,4629.96,971,Yes,No,,valid,LIVE,2026-04-14
DS-201760,DS-201760,Chelsea,Valencia,antonionelson@example.com,(468) 551-9020,2023-06-02,Keratin Treatment,66,1823.01,123,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-201768,DS-201768,Robin,Jones,mwilliams@example.org,(762) 805-8777,2019-11-19,Highlights,64,159.39,1472,No,No,Long-time client,valid,LIVE,2026-04-14
DS-201780,DS-201780,Donald,Richards,mccallaaron@example.net,(188) 969-9132,2022-10-30,Massage,57,2275.77,1182,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-201781,DS-201781,Wesley,Morris,laura11@example.org,(570) 347-5601,2021-02-10,Haircut,15,4556.91,1322,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-203553,DS-203553,Justin,Wilson,rcollins@example.net,(043) 654-5191,2022-08-04,Massage,40,3245.38,1155,No,Yes,,valid,LIVE,2026-04-14
DS-201791,DS-201791,Kimberly,Jackson,keithdaniels@example.net,(022) 462-6713,2024-07-12,Manicure,69,3901.17,979,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-206617,DS-206617,Joan,Wilson,gsmith@example.org,(796) 419-2085,2024-06-03,Facial,26,3470.39,1555,No,No,Allergic to latex,valid,LIVE,2026-04-14
DS-204264,DS-204264,John,Henry,monicajohnson@example.org,(715) 133-2690,2019-11-27,Facial,26,978.45,1657,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-201854,DS-201854,Andrea,Greer,daniel76@example.com,(045) 689-3911,2020-09-23,Keratin Treatment,38,232.87,772,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-201855,DS-201855,James,Knapp,zwalton@example.com,(766) 647-6085,2024-10-07,Highlights,44,988.77,1482,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-201856,DS-201856,Martin,Willis,mark52@example.org,(750) 499-8878,2019-06-15,Keratin Treatment,69,3527.77,321,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-200632,DS-200632,Katherine,Sanchez,matthew75@example.com,(494) 902-2840,2026-01-04,Color Treatment,55,4959.89,843,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-205803,DS-205803,Jaime,Ramirez,mrodriguez@example.org,(941) 101-4506,2019-10-31,Haircut,4,1268.75,45,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-201885,DS-201885,James,Palmer,waynedunn@example.net,(887) 924-4940,2019-09-08,Highlights,23,2682.51,517,No,Yes,Allergic to latex,do_not_mail,LIVE,2026-04-14
DS-201886,DS-201886,Susan,Ward,uhowell@example.com,(134) 408-8331,2025-01-19,Haircut,43,1539.5,1668,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-201904,DS-201904,Scott,Chandler,williamsonmichael@example.net,(284) 898-7358,2025-10-06,Pedicure,30,2562.51,62,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-203837,DS-203837,Tina,Johnson,david39@example.org,(222) 761-5842,2022-08-14,Manicure,63,4192.31,492,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-201918,DS-201918,Michael,Ferguson,wjones@example.net,(528) 599-4757,2023-11-15,Color Treatment,74,3056.58,1006,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-201937,DS-201937,Sherry,Mclaughlin,xsimpson@example.com,(470) 189-7795,2021-03-16,Consultation,71,4925.89,1615,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-201942,DS-201942,Bryan,Gutierrez,robinsonbrenda@example.com,(322) 451-8256,2020-11-28,Color Treatment,79,3626.32,729,No,No,Allergic to latex,unknown,LIVE,2026-04-14
DS-201978,DS-201978,Glenn,Ramirez,lucasmerritt@example.org,(140) 035-6303,2023-01-08,Consultation,40,4756.15,455,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-201979,DS-201979,Gabriel,Turner,parkersean@example.net,(657) 168-9621,2019-12-24,Color Treatment,72,2767.27,679,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-201983,DS-201983,Amanda,Bender MD,pricejimmy@example.com,(622) 845-5414,2020-05-27,Manicure,69,77.41,1506,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-201998,DS-201998,George,Freeman,eric83@example.net,(303) 953-9526,2026-03-14,Haircut,8,832.52,1431,Yes,Yes,,valid,LIVE,2026-04-14
DS-201999,DS-201999,Kyle,Hansen,shobbs@example.net,(011) 499-7475,2025-08-22,Color Treatment,12,181.52,27,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-202011,DS-202011,Laura,Mann,bgarcia@example.org,(506) 427-2990,2020-04-17,Facial,50,41.97,1900,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202528,DS-202528,Tanya,Pittman,ryansmith@example.net,(833) 408-3378,2023-03-22,Highlights,10,3807.74,510,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207855,DS-207855,Kelly,Cooper,ochoajennifer@example.com,(583) 475-6691,2021-06-04,Pedicure,55,2671.6,1856,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202024,DS-202024,Mary,Patrick,walterssuzanne@example.org,(116) 694-6021,2021-11-29,Highlights,52,4469.64,380,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202025,DS-202025,Jerome,Henderson,douglas12@example.net,(598) 362-0749,2021-10-23,Blowout,49,736.21,1936,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202026,DS-202026,Melissa,Morris,boonepaul@example.net,(203) 314-6565,2025-02-24,Blowout,54,1803.51,256,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-202046,DS-202046,Erica,Clark,smithjeanne@example.net,(791) 407-7128,2021-02-01,Manicure,31,1411.87,1110,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207030,DS-207030,Angela,Holt,jacobyoung@example.org,(805) 825-6813,2023-07-08,Blowout,76,2743.76,641,No,No,,valid,LIVE,2026-04-14
DS-202108,DS-202108,Keith,Jones,ipaul@example.com,(633) 161-4082,2019-09-26,Consultation,20,844.71,1937,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202110,DS-202110,Rebecca,Hall,eric63@example.com,(951) 763-5241,2026-01-29,Color Treatment,54,30.87,1919,Yes,No,Prefers afternoons,do_not_mail,LIVE,2026-04-14
DS-202120,DS-202120,Frederick,Juarez,coreyhamilton@example.com,(950) 605-4113,2024-03-13,Manicure,75,664.15,1190,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-202139,DS-202139,Yvonne,Hays,matthew30@example.net,(373) 134-0377,2019-09-27,Blowout,53,399.56,1550,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-202166,DS-202166,Lindsey,Cruz MD,qlucas@example.org,(394) 383-7542,2023-07-31,Consultation,18,2717.97,62,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202183,DS-202183,Peter,Rodriguez,smithshane@example.com,(842) 845-5761,2020-09-25,Consultation,20,2473.96,957,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202186,DS-202186,Leslie,Boone,davisemily@example.org,(562) 083-6108,2019-12-14,Blowout,39,678.74,1015,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-205200,DS-205200,Jeffrey,Yoder,dlee@example.net,(868) 671-9713,2024-10-26,Haircut,42,2756.74,1491,Yes,Yes,,valid,LIVE,2026-04-14
DS-202204,DS-202204,Brian,Elliott,zfranco@example.com,(828) 168-9600,2024-09-29,Manicure,1,4012.34,1706,Yes,Yes,,valid,LIVE,2026-04-14
DS-202205,DS-202205,Melanie,Mills,tomwilliams@example.net,(252) 846-5806,2024-12-28,Highlights,30,4106.5,1776,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202206,DS-202206,Mark,Garcia,cholder@example.org,(310) 808-3480,2021-10-01,Haircut,80,4053.25,548,Yes,Yes,,valid,LIVE,2026-04-14
DS-206092,DS-206092,Marcus,Hess,mjones@example.org,(775) 988-6422,2019-03-11,Haircut,29,3748.65,718,No,No,Long-time client,valid,LIVE,2026-04-14
DS-202221,DS-202221,Stephanie,Dunn,mcooper@example.net,(875) 920-4155,2024-02-28,Blowout,16,3130.88,1937,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202237,DS-202237,Michael,Bennett,leslie96@example.org,(438) 409-2771,2023-05-31,Haircut,75,4394.14,922,No,Yes,Allergic to latex,catch-all,LIVE,2026-04-14
DS-202249,DS-202249,Bailey,Valdez,diazwilliam@example.org,(369) 004-7904,2026-02-11,Haircut,74,3541.26,383,Yes,Yes,Long-time client,do_not_mail,LIVE,2026-04-14
DS-202250,DS-202250,Gregory,Trujillo,murphycassidy@example.org,(942) 789-1192,2024-02-26,Consultation,54,2188.83,159,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-204716,DS-204716,Mark,Cook,andrewgreen@example.com,(834) 576-8254,2019-08-19,Haircut,48,1497.86,42,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-204753,DS-204753,Vickie,Stokes,richard62@example.net,(819) 978-8358,2021-11-19,Highlights,50,2174.53,298,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202299,DS-202299,James,Prince,wallacejonathan@example.net,(735) 414-5564,2025-02-07,Keratin Treatment,78,1247.31,295,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202300,DS-202300,Paula,Hunt,brittany66@example.org,(700) 889-4383,2022-09-10,Manicure,20,1063.46,404,Yes,No,Prefers afternoons,catch-all,LIVE,2026-04-14
DS-202305,DS-202305,Jonathan,Wright,christophersanders@example.org,(603) 384-1787,2024-09-20,Consultation,38,953.86,146,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-201750,DS-201750,Jason,Walker,,(328) 804-0723,2021-07-25,Facial,8,461.63,570,No,No,,invalid,LIVE,2026-04-14
DS-202665,DS-202665,Randall,King,robertnichols@example.net,(341) 350-3346,2021-02-27,Haircut,19,3091.58,1902,Yes,No,Referred by friend,catch-all,LIVE,2026-04-14
DS-202326,DS-202326,Jasmine,Adams,mrandall@example.net,(690) 878-6391,2025-12-16,Manicure,31,2989.38,28,No,No,,valid,LIVE,2026-04-14
DS-202344,DS-202344,Charles,Wagner,ywatson@example.com,(783) 393-9943,2020-08-21,Pedicure,49,3506.07,131,No,No,,valid,LIVE,2026-04-14
DS-202346,DS-202346,Kristina,Cervantes,richard07@example.com,(562) 567-0327,2023-04-27,Blowout,69,1438.62,771,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-202360,DS-202360,Brett,Wallace,ablack@example.net,(817) 663-5215,2025-06-24,Pedicure,16,1548.0,1280,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202376,DS-202376,Mary,Johnson,garrettreid@example.com,(419) 965-8402,2019-09-08,Manicure,31,1755.88,788,No,Yes,First-time visitor,catch-all,LIVE,2026-04-14
DS-202384,DS-202384,Lisa,Cross,hillmelissa@example.net,(118) 917-2845,2020-09-06,Pedicure,31,2900.94,1215,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202536,DS-202536,Nicolas,Peterson,jmorris@example.net,(966) 471-1813,2019-06-18,Blowout,34,4831.62,1758,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-202402,DS-202402,Nicole,Waller,johnrichardson@example.com,(162) 987-0252,2021-10-29,Highlights,53,4268.26,1390,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202404,DS-202404,Wendy,Cook,khernandez@example.com,(055) 306-1139,2021-12-16,Blowout,17,33.02,1660,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202438,DS-202438,Ronald,Stark,jessica26@example.net,(608) 696-1108,2025-10-07,Blowout,58,4575.1,1003,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-202439,DS-202439,Catherine,Rios,emyers@example.org,(608) 633-3995,2022-11-15,Massage,72,335.91,282,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202442,DS-202442,Tiffany,Bishop,alexanderchristopher@example.org,(814) 983-6784,2022-09-16,Color Treatment,15,1210.22,722,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202443,DS-202443,Jeremy,Elliott,dicksonkatie@example.com,(755) 004-3753,2021-01-26,Facial,71,4205.65,778,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202252,DS-202252,Wesley,Ortiz,bwilliams@example.com,(858) 240-4977,2019-06-12,Massage,57,2777.56,1824,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202486,DS-202486,Eric,Hinton,linkevin@example.net,(704) 648-5551,2024-01-13,Pedicure,21,550.15,254,Yes,No,,catch-all,LIVE,2026-04-14
DS-207846,DS-207846,Noah,Small,xrogers@example.net,(784) 081-0720,2023-12-22,Manicure,56,4908.32,1273,No,No,,valid,LIVE,2026-04-14
DS-202509,DS-202509,Lawrence,Harris,dpatterson@example.com,(486) 711-8816,2022-06-28,Manicure,42,3428.2,1277,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202519,DS-202519,Steven,White,sserrano@example.org,(107) 722-2874,2019-07-03,Color Treatment,71,1023.02,77,No,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202549,DS-202549,Aaron,Myers,hamiltonkenneth@example.org,(840) 397-2675,2021-08-11,Facial,74,2491.97,1860,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202550,DS-202550,Lauren,Davis,michaelkeller@example.org,(956) 360-3855,2024-05-24,Facial,20,1281.82,726,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202551,DS-202551,Daniel,Williamson,ntucker@example.com,(358) 599-1977,2023-03-21,Blowout,40,4340.72,436,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-202557,DS-202557,Matthew,Miranda,howelljustin@example.com,(234) 615-0411,2022-11-08,Keratin Treatment,67,3535.29,1387,Yes,Yes,,valid,LIVE,2026-04-14
DS-202559,DS-202559,John,Lopez,kingsusan@example.com,(574) 568-4426,2020-02-02,Highlights,74,2747.7,1467,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202568,DS-202568,Michael,Rodriguez,erika44@example.net,(479) 207-4051,2020-05-20,Facial,54,4626.78,311,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-204238,DS-204238,Danielle,Frank,ericgarcia@example.com,(299) 596-1708,2022-11-02,Haircut,31,3177.41,1563,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202585,DS-202585,Jennifer,Roberson,hooverpaul@example.net,(490) 608-2761,2020-09-23,Massage,6,4493.42,1053,No,No,,valid,LIVE,2026-04-14
DS-202617,DS-202617,Joseph,Monroe,schmidtwilliam@example.com,(855) 836-4548,2021-10-02,Highlights,45,2868.09,85,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-202623,DS-202623,Patricia,Sharp,bill17@example.org,(303) 709-7184,2021-05-28,Color Treatment,28,4008.21,1679,Yes,Yes,,valid,LIVE,2026-04-14
DS-202624,DS-202624,Robert,Young,tashagarcia@example.com,(927) 592-7460,2022-01-19,Keratin Treatment,60,841.54,1300,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202625,DS-202625,Marissa,Ramos,brett97@example.org,(183) 256-6180,2021-07-10,Keratin Treatment,53,3847.76,1811,Yes,No,,valid,LIVE,2026-04-14
DS-202638,DS-202638,Megan,Turner,elizabethmcpherson@example.org,(980) 133-7619,2024-05-31,Consultation,24,2504.96,85,No,No,,valid,LIVE,2026-04-14
DS-202652,DS-202652,James,Gonzales,brandonlawrence@example.net,(506) 699-1285,2023-04-27,Highlights,59,2298.38,1772,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-203123,DS-203123,Kendra,Graham,cpatterson@example.com,(646) 983-6332,2022-08-29,Manicure,17,410.36,1940,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202666,DS-202666,Mark,Wagner,sean46@example.net,(544) 821-8739,2023-07-02,Consultation,73,3544.44,1392,Yes,No,,valid,LIVE,2026-04-14
DS-202667,DS-202667,Gabriel,Daniels,rmullen@example.org,(503) 151-3465,2020-06-18,Blowout,69,1629.13,287,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202668,DS-202668,Lisa,Gillespie,amymccormick@example.com,(771) 341-2538,2021-09-20,Haircut,5,4310.2,542,No,No,Referred by friend,catch-all,LIVE,2026-04-14
DS-202669,DS-202669,Scott,Miller,dwood@example.org,(997) 665-6206,2022-10-27,Color Treatment,75,3920.85,524,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-200219,DS-200219,Jessica,Hall,jason22@example.com,(913) 651-7773,2021-09-23,Manicure,11,485.63,776,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202734,DS-202734,Lisa,Medina,sandra45@example.net,(922) 517-4752,2021-06-19,Haircut,4,1469.43,640,Yes,No,,valid,LIVE,2026-04-14
DS-202737,DS-202737,Lori,Montgomery,annamartinez@example.org,(543) 093-5352,2024-01-27,Haircut,1,654.43,76,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202738,DS-202738,Donna,James,bentleyryan@example.net,(992) 471-5756,2023-04-15,Color Treatment,24,412.49,755,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202740,DS-202740,David,Green,selenaortiz@example.org,(262) 144-5371,2020-04-15,Keratin Treatment,17,2645.48,601,No,No,First-time visitor,catch-all,LIVE,2026-04-14
DS-202771,DS-202771,Joseph,Parker,lisa91@example.net,(872) 029-8113,2023-06-30,Keratin Treatment,69,97.57,1922,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202780,DS-202780,Michelle,Wells,fritzangela@example.org,(821) 311-4824,2021-12-08,Keratin Treatment,31,2543.58,648,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-202796,DS-202796,Veronica,Patel,lramos@example.net,(501) 391-9387,2024-01-14,Facial,70,1281.85,1379,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-202798,DS-202798,Christina,Howard,lmcintosh@example.org,(627) 330-8903,2019-03-21,Pedicure,11,2576.07,1266,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-205957,DS-205957,Cheyenne,Porter,jennifermartinez@example.net,(030) 951-2474,2023-01-17,Facial,15,4264.85,1515,No,Yes,,valid,LIVE,2026-04-14
DS-202823,DS-202823,Erin,Smith,dhayes@example.com,(792) 445-4759,2026-03-16,Manicure,15,2270.46,1190,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202824,DS-202824,Robert,Steele,fmcbride@example.org,(102) 426-4596,2022-11-07,Massage,39,4155.12,1163,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-200002,DS-200002,Joe,Martinez,smiller@example.net,(959) 310-3413,2019-01-27,Consultation,44,794.29,1960,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202843,DS-202843,Evan,Hill,qmayer@example.net,(220) 699-2558,2022-10-13,Color Treatment,59,2169.7,1922,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202845,DS-202845,Nicole,Lopez,sharisingleton@example.com,(834) 079-3281,2023-11-23,Color Treatment,49,3646.02,1128,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-206948,DS-206948,Lisa,Robinson,tmartinez@example.com,(142) 247-7461,2022-10-17,Manicure,35,1448.63,119,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202866,DS-202866,Christopher,Cannon,tiffany38@example.com,(709) 819-2050,2025-09-03,Manicure,33,1745.81,785,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202875,DS-202875,Emma,Smith,zwebb@example.com,(728) 157-0662,2024-12-18,Haircut,20,3290.07,857,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202876,DS-202876,Christopher,Johnson,donnawest@example.org,(494) 872-4849,2024-07-21,Haircut,43,1496.6,1692,Yes,No,,valid,LIVE,2026-04-14
DS-202879,DS-202879,Alexander,Pope,garyharper@example.org,(579) 988-3594,2023-10-27,Facial,64,2685.97,1656,No,No,Allergic to latex,do_not_mail,LIVE,2026-04-14
DS-202880,DS-202880,Ryan,Evans,foleytaylor@example.net,(003) 781-7150,2021-01-11,Consultation,80,2601.98,1267,No,No,Long-time client,valid,LIVE,2026-04-14
DS-202887,DS-202887,Kelly,Mason,cheryl91@example.net,(265) 951-7336,2020-06-18,Manicure,31,283.23,1714,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202917,DS-202917,Tami,Kemp,huffscott@example.org,(677) 309-7803,2021-04-17,Facial,61,3829.87,1805,No,No,Allergic to latex,valid,LIVE,2026-04-14
DS-200944,DS-200944,Amanda,Cox,kbrown@example.org,(300) 716-9500,2023-01-06,Massage,39,2686.38,502,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-202955,DS-202955,Daniel,Turner,htrujillo@example.com,(503) 930-3803,2024-12-01,Massage,61,188.95,1415,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202967,DS-202967,John,Lynch,jamesbennett@example.net,(259) 308-7879,2023-07-02,Consultation,11,4996.81,1753,Yes,Yes,,valid,LIVE,2026-04-14
DS-202979,DS-202979,Victor,Wells,jeremy17@example.com,(931) 726-1084,2021-01-05,Massage,8,642.54,1522,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-200504,DS-200504,Brandon,White,escott@example.com,(721) 970-5466,2021-05-09,Color Treatment,74,4936.2,990,No,No,,valid,LIVE,2026-04-14
DS-203011,DS-203011,Stephanie,Colon,nicolehunter@example.net,(156) 242-0605,2021-12-17,Keratin Treatment,52,1608.18,438,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-205569,DS-205569,Michael,Gibson,hkelley@example.org,(324) 717-3565,2024-07-29,Manicure,38,1991.13,1004,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-203020,DS-203020,Ashley,Vega,gary75@example.com,(237) 353-4972,2024-05-27,Highlights,2,4957.76,1811,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-200130,DS-200130,Joel,Frazier,michaeljohnson@example.org,(461) 125-4573,2022-10-17,Pedicure,9,490.64,1389,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-203048,DS-203048,Kristina,Rivas,vbrady@example.org,(614) 047-6194,2025-12-29,Facial,32,651.84,1470,Yes,Yes,,valid,LIVE,2026-04-14
DS-203049,DS-203049,Michelle,Herrera,breweralexander@example.net,(994) 292-2319,2020-08-24,Manicure,29,3968.3,567,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-203051,DS-203051,Elizabeth,Yang,laurendavis@example.com,(410) 883-4442,2025-02-06,Manicure,6,501.41,235,No,Yes,Allergic to latex,unknown,LIVE,2026-04-14
DS-207944,DS-207944,Carol,Schneider,lgarcia@example.net,(409) 106-1561,2024-06-01,Color Treatment,75,2106.37,96,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-203074,DS-203074,Selena,Johnson,kyliecardenas@example.com,(146) 355-4284,2021-08-06,Massage,33,1043.81,696,No,Yes,Prefers afternoons,unknown,LIVE,2026-04-14
DS-203082,DS-203082,Anthony,Shields,alyssa04@example.org,(863) 231-0265,2025-10-21,Blowout,52,1829.33,56,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-203107,DS-203107,Matthew,Sanders,michele73@example.org,(514) 156-1731,2024-10-21,Blowout,61,1026.88,402,Yes,Yes,Long-time client,unknown,LIVE,2026-04-14
DS-203116,DS-203116,Donna,Davidson,katrina06@example.org,(269) 095-9405,2021-01-26,Massage,16,2779.32,1677,Yes,No,Referred by friend,do_not_mail,LIVE,2026-04-14
DS-203132,DS-203132,Caitlin,Davenport,kwest@example.net,(481) 940-6812,2023-08-19,Pedicure,46,1853.97,681,Yes,Yes,,valid,LIVE,2026-04-14
DS-203904,DS-203904,Carolyn,Mills,hharris@example.net,(996) 801-2669,2023-08-06,Facial,60,3413.09,627,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-203156,DS-203156,Tina,Heath,danielsmichelle@example.net,(021) 305-0963,2023-09-10,Color Treatment,69,4202.12,1180,Yes,Yes,First-time visitor,catch-all,LIVE,2026-04-14
DS-203183,DS-203183,Mary,Russell,joneslori@example.org,(913) 640-6958,2023-02-17,Blowout,7,2896.64,1106,No,Yes,Long-time client,valid,LIVE,2026-04-14
