firstname,lastname,email,phone,lifecyclestage,hs_lead_status,deal_stage,unsubscribed_from_all_email,hs_email_open,hs_email_click,hs_analytics_last_visit_timestamp,zoho_last_open_date,zoho_lead_status,zoho_id,daysmart_id,master_id,last_appointment_date,daysmart_status,lifetime_value,total_appointments,loyalty_points,primary_service,zerobounce_status,zerobounce_score,email_verification_status,service_interests,data_rule_applied,source_system,record_type,import_date
Dalton,Serrano,ymartinez@example.com,(783) 703-1754,customer,New,Qualification,False,37,24,2025-09-20,2025-09-20,New,ZCR-101018,DS-201116,DS-201116,2022-05-16,LIVE,3323.76,18,1614,Keratin Treatment,valid,10,Valid,High Value; Keratin Treatment; Professional; Retail,Pass,DaySmart,Matched — Both Systems,2026-04-14
Mrs.,Melissa Robinson,davidhaynes@example.com,(281) 291-6350,customer,Unqualified,Proposal,False,30,15,2025-10-26,2025-10-26,Unqualified,ZCR-101028,DS-201127,DS-201127,2024-04-23,LIVE,2667.92,23,785,Color Treatment,valid,10,Valid,Beauty; Color Treatment; New Customer,Pass,DaySmart,Matched — Both Systems,2026-04-14
Christopher,Parsons,ewhite@example.net,(634) 596-2635,customer,Qualified,,False,51,25,2025-06-21,2025-06-21,Qualified,ZCR-101047,DS-204527,DS-204527,2023-04-07,LIVE,1104.48,52,841,Blowout,valid,10,Valid,Beauty; Blowout; Education,Pass,DaySmart,Matched — Both Systems,2026-04-14
Christina,Brock,vdavis@example.org,(864) 942-6942,customer,Working,Qualification,False,16,13,2025-08-12,2025-08-12,Working,ZCR-101058,DS-201160,DS-201160,2021-07-07,LIVE,1795.38,16,940,Keratin Treatment,valid,10,Valid,Hospitality; Keratin Treatment; New Customer; Retail,Pass,DaySmart,Matched — Both Systems,2026-04-14
Dorothy,Kim MD,xwright@example.com,(565) 146-8298,customer,Unqualified,Proposal,False,95,25,2026-01-04,2026-01-04,Unqualified,ZCR-101068,DS-206087,DS-206087,2025-10-23,LIVE,2499.34,63,1013,Haircut,valid,10,Valid,Haircut; Professional; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Timothy,Jordan,tiffany24@example.org,(434) 741-2531,customer,New,,False,43,12,2025-04-30,2025-04-30,New,ZCR-101075,DS-201179,DS-201179,2022-04-08,LIVE,4527.42,41,913,Color Treatment,valid,10,Valid,Color Treatment; Course; Repeat; VIP,Pass,DaySmart,Matched — Both Systems,2026-04-14
Chad,Franklin,eric37@example.com,(979) 531-9260,customer,Working,Closed Lost,False,89,46,2025-12-21,2025-12-21,Working,ZCR-101088,DS-201194,DS-201194,2021-10-16,LIVE,795.68,17,1423,Haircut,valid,10,Valid,Haircut; New Customer; Professional,Pass,DaySmart,Matched — Both Systems,2026-04-14
Natalie,Dawson,xsmith@example.org,(268) 061-3365,customer,Unqualified,Closed Lost,False,8,5,2026-03-29,2026-03-29,Unqualified,ZCR-101110,DS-206333,DS-206333,2010-06-28,ARCHIVE,1176.04,50,477,Consultation,catch-all,6,Valid,Consultation; Education; Newsletter,Pass,DaySmart,Matched — Both Systems,2026-04-14
Travis,Scott,xcox@example.org,(380) 954-1852,customer,Working,Value Proposition,True,15,8,2025-04-20,2025-04-20,Working,ZCR-101115,DS-203001,DS-203001,2024-10-04,LIVE,3696.89,7,186,Haircut,do_not_mail,1,Valid,Haircut; High Value; Hospitality; Wellness,Do Not Mail,DaySmart,Matched — Both Systems,2026-04-14
Melissa,Russell,julie24@example.org,(679) 241-5712,customer,Converted,Qualification,False,96,2,2026-03-01,2026-03-01,Converted,ZCR-101148,DS-201261,DS-201261,2020-11-16,LIVE,1446.47,37,1752,Consultation,valid,10,Valid,Consultation; High Value; Hospitality; Wellness,Pass,DaySmart,Matched — Both Systems,2026-04-14
Craig,Garrett,mariolewis@example.net,(468) 586-3906,customer,Unqualified,Decision Maker,False,84,0,2025-12-07,2025-12-07,Unqualified,ZCR-101149,DS-201262,DS-201262,2021-04-07,LIVE,4977.88,17,960,Massage,valid,10,Valid,High Value; Massage; Retail,Pass,DaySmart,Matched — Both Systems,2026-04-14
Matthew,Church,paulrussell@example.com,(552) 527-4102,customer,Working,Perception Analysis,False,96,24,2026-01-11,2026-01-11,Working,ZCR-101161,DS-201275,DS-201275,2023-05-29,LIVE,1515.59,70,1705,Color Treatment,valid,10,Valid,Beauty; Color Treatment; High Value,Pass,DaySmart,Matched — Both Systems,2026-04-14
Mark,Le,robert71@example.org,(429) 430-0037,customer,Working,Closed Lost,False,106,21,2025-09-06,2025-09-06,Working,ZCR-101183,DS-201299,DS-201299,2022-07-30,LIVE,1515.23,48,1001,Blowout,valid,10,Valid,Blowout; Healthcare; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Sheila,Jackson,gscott@example.org,(608) 481-8762,customer,Working,Decision Maker,False,17,16,2025-04-21,2025-04-21,Working,ZCR-101232,DS-201352,DS-201352,2024-03-12,LIVE,3275.44,50,99,Keratin Treatment,valid,10,Valid,Corporate; Hospitality; Keratin Treatment,Pass,DaySmart,Matched — Both Systems,2026-04-14
Kathy,Peterson,pmckee@example.net,(998) 127-4392,customer,Unqualified,Proposal,True,51,4,2025-12-20,2025-12-20,Unqualified,ZCR-101255,DS-201378,DS-201378,2013-01-09,ARCHIVE,1120.45,32,941,Color Treatment,do_not_mail,1,Valid,Color Treatment; Course; Referral,Do Not Mail,DaySmart,Matched — Both Systems,2026-04-14
Jeffrey,Nelson,marcusgilmore@example.org,(476) 212-3601,customer,Unqualified,Qualification,False,115,52,2025-08-18,2025-08-18,Unqualified,ZCR-101256,DS-201379,DS-201379,2019-01-13,LIVE,2241.9,56,475,Manicure,valid,10,Valid,Course; Manicure; Professional,Pass,DaySmart,Matched — Both Systems,2026-04-14
George,Fritz,salazarbarbara@example.org,(475) 398-9137,customer,Working,Qualification,False,8,4,2025-09-18,2025-09-18,Working,ZCR-101261,DS-201385,DS-201385,2023-02-10,LIVE,1111.3,21,1199,Blowout,valid,10,Valid,Blowout; Hospitality,Pass,DaySmart,Matched — Both Systems,2026-04-14
Keith,Taylor,travis28@example.net,(703) 220-0748,customer,Converted,Proposal,False,59,47,2025-08-03,2025-08-03,Converted,ZCR-101294,DS-201421,DS-201421,2013-06-20,ARCHIVE,3522.11,60,75,Massage,catch-all,6,Valid,Massage; New Customer; Retail,Pass,DaySmart,Matched — Both Systems,2026-04-14
Christina,Morris,lamdaniel@example.com,(283) 603-0876,customer,Qualified,Proposal,False,79,44,2025-09-18,2025-09-18,Qualified,ZCR-101327,DS-201457,DS-201457,2018-05-10,ARCHIVE,4826.8,51,566,Color Treatment,valid,10,Valid,Color Treatment; Corporate; Hospitality; New Customer,Pass,DaySmart,Matched — Both Systems,2026-04-14
Alexandra,Fisher,igraham@example.org,(762) 950-7671,customer,Qualified,,False,21,6,2025-10-18,2025-10-18,Qualified,ZCR-101328,DS-201458,DS-201458,2020-03-29,LIVE,1047.54,14,295,Consultation,catch-all,6,Valid,Consultation; High Value; Professional,Pass,DaySmart,Matched — Both Systems,2026-04-14
Robert,Freeman,diazmichael@example.net,(709) 404-2245,customer,Working,Negotiation,False,92,36,2025-10-22,2025-10-22,Working,ZCR-101366,DS-201499,DS-201499,2014-05-18,ARCHIVE,4731.79,21,765,Consultation,valid,10,Valid,Consultation; Corporate; Professional; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Robert,Foley,malikdixon@example.org,(781) 913-5053,customer,Qualified,Negotiation,False,8,7,2025-10-03,2025-10-03,Qualified,ZCR-101367,DS-201500,DS-201500,2021-07-27,LIVE,1483.29,70,1964,Pedicure,valid,10,Valid,Fitness; Pedicure; Wellness,Pass,DaySmart,Matched — Both Systems,2026-04-14
Erika,Morales,michael16@example.com,(556) 251-5577,customer,Converted,Closed Lost,False,89,20,2025-06-16,2025-06-16,Converted,ZCR-101368,DS-206868,DS-206868,2010-10-15,ARCHIVE,3474.19,2,430,Haircut,valid,10,Valid,Fitness; Haircut; High Value,Pass,DaySmart,Matched — Both Systems,2026-04-14
Terry,Phillips,yrodriguez@example.org,(753) 409-6199,customer,New,Closed Lost,False,80,24,2026-03-08,2026-03-08,New,ZCR-101377,DS-203147,DS-203147,2022-03-13,LIVE,3543.92,25,1926,Keratin Treatment,valid,10,Valid,Corporate; Healthcare; High Value; Keratin Treatment,Pass,DaySmart,Matched — Both Systems,2026-04-14
Dennis,Campbell,katelynblack@example.org,(814) 051-3251,customer,Working,Closed Won,False,7,0,2026-01-03,2026-01-03,Working,ZCR-101386,DS-201520,DS-201520,2025-03-03,LIVE,1184.06,6,766,Consultation,valid,10,Valid,Consultation; Retail,Pass,DaySmart,Matched — Both Systems,2026-04-14
David,Jones,baileysara@example.com,(310) 108-9654,customer,New,Decision Maker,False,16,14,2026-01-11,2026-01-11,New,ZCR-101390,DS-201524,DS-201524,2012-10-13,ARCHIVE,125.94,14,1024,Keratin Treatment,valid,10,Valid,Beauty; Keratin Treatment; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
James,Roberts,campbellkelly@example.net,(679) 486-9894,customer,Working,,False,16,12,2025-08-11,2025-08-11,Working,ZCR-101391,DS-201525,DS-201525,2011-03-20,ARCHIVE,3885.82,38,880,Massage,unknown,4,Valid,Massage; Professional; Repeat; VIP,Pass,DaySmart,Matched — Both Systems,2026-04-14
Kimberly,Young,diazkenneth@example.com,(853) 045-5559,customer,Converted,Decision Maker,False,108,59,2025-09-07,2025-09-07,Converted,ZCR-101432,DS-201570,DS-201570,2021-06-06,LIVE,2389.76,28,1732,Keratin Treatment,catch-all,6,Valid,Keratin Treatment; Professional; Referral; Wellness,Pass,DaySmart,Matched — Both Systems,2026-04-14
William,Black,ssmith@example.org,(785) 710-3630,customer,Working,Negotiation,False,33,30,2026-01-26,2026-01-26,Working,ZCR-101443,DS-202266,DS-202266,2019-07-05,LIVE,1519.94,41,677,Highlights,valid,10,Valid,Course; Highlights; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Casey,Dyer,ajones@example.net,(244) 756-3112,customer,Working,Value Proposition,False,3,1,2025-05-25,2025-05-25,Working,ZCR-101458,DS-201598,DS-201598,2022-05-22,LIVE,565.21,11,136,Consultation,valid,10,Valid,Consultation; Fitness,Pass,DaySmart,Matched — Both Systems,2026-04-14
Ryan,Grant MD,escobarrobert@example.com,(459) 858-6635,customer,Unqualified,Qualification,True,16,8,2026-03-01,2026-03-01,Unqualified,ZCR-101459,DS-201599,DS-201599,2016-05-25,ARCHIVE,3900.52,20,1494,Haircut,do_not_mail,1,Valid,Haircut; Healthcare,Do Not Mail,DaySmart,Matched — Both Systems,2026-04-14
Joshua,Zamora,shane05@example.org,(031) 329-8871,customer,Working,Proposal,False,109,19,2025-10-30,2025-10-30,Working,ZCR-101461,DS-201601,DS-201601,2025-08-27,LIVE,2001.14,15,1296,Keratin Treatment,valid,10,Valid,Beauty; Corporate; Keratin Treatment; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Laura,Fernandez,zhall@example.com,(776) 396-6352,customer,New,Value Proposition,True,26,15,2025-06-14,2025-06-14,New,ZCR-101466,DS-203091,DS-203091,2016-07-29,ARCHIVE,2768.09,53,1097,Pedicure,do_not_mail,1,Valid,Fitness; Newsletter; Pedicure; Retail,Do Not Mail,DaySmart,Matched — Both Systems,2026-04-14
Heather,Lopez,osmith@example.net,(230) 982-1506,customer,Working,,False,36,19,2025-09-27,2025-09-27,Working,ZCR-101524,DS-200187,DS-200187,2011-12-22,ARCHIVE,4684.31,64,1970,Consultation,valid,10,Valid,Consultation; Hospitality; Newsletter; Retail,Pass,DaySmart,Matched — Both Systems,2026-04-14
James,Davidson,andrew52@example.com,(106) 896-5532,customer,Converted,,False,60,45,2025-08-31,2025-08-31,Converted,ZCR-101569,DS-202658,DS-202658,2013-12-09,ARCHIVE,2835.07,20,933,Blowout,valid,10,Valid,Blowout; Hospitality; Wellness,Pass,DaySmart,Matched — Both Systems,2026-04-14
Andrew,Gibson,kathleenbecker@example.com,(784) 830-3485,customer,Converted,Closed Lost,False,44,41,2026-01-24,2026-01-24,Converted,ZCR-101572,DS-201723,DS-201723,2010-03-20,ARCHIVE,288.84,57,1439,Manicure,valid,10,Valid,Beauty; Fitness; Manicure; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Jaime,Brown,christopher91@example.net,(507) 628-3976,customer,Unqualified,Negotiation,False,5,5,2025-09-26,2025-09-26,Unqualified,ZCR-101597,DS-200844,DS-200844,2015-09-05,ARCHIVE,4885.97,22,1347,Highlights,valid,10,Valid,Course; High Value; Highlights,Pass,DaySmart,Matched — Both Systems,2026-04-14
Jeffrey,Sullivan,zroberts@example.org,(529) 751-6136,customer,Converted,Qualification,True,88,1,2026-02-01,2026-02-01,Converted,ZCR-101601,DS-200066,DS-200066,2017-02-25,ARCHIVE,2357.6,2,902,Color Treatment,do_not_mail,1,Valid,Color Treatment; Professional; Retail,Do Not Mail,DaySmart,Matched — Both Systems,2026-04-14
Melissa,Cruz,marilyn55@example.com,(620) 213-5469,customer,Qualified,Prospecting,False,33,20,2026-03-30,2026-03-30,Qualified,ZCR-101625,DS-201782,DS-201782,2016-01-09,ARCHIVE,3298.26,42,93,Pedicure,unknown,4,Valid,Newsletter; Pedicure; Professional,Pass,DaySmart,Matched — Both Systems,2026-04-14
Justin,Wilson,rcollins@example.net,(043) 654-5191,customer,Qualified,Closed Won,False,59,42,2025-06-15,2025-06-15,Qualified,ZCR-101632,DS-203553,DS-203553,2022-08-04,LIVE,3245.38,40,1155,Massage,valid,10,Valid,Hospitality; Massage; Professional; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Jack,Lee,wperez@example.com,(789) 880-1962,customer,Working,Value Proposition,False,28,24,2026-04-05,2026-04-05,Working,ZCR-101641,DS-204706,DS-204706,2016-03-30,ARCHIVE,4866.73,75,1368,Keratin Treatment,valid,10,Valid,Beauty; High Value; Keratin Treatment,Pass,DaySmart,Matched — Both Systems,2026-04-14
John,Henry,monicajohnson@example.org,(715) 133-2690,customer,Qualified,,False,51,36,2025-04-20,2025-04-20,Qualified,ZCR-101687,DS-204264,DS-204264,2019-11-27,LIVE,978.45,26,1657,Facial,valid,10,Valid,Facial; Fitness; Newsletter; Retail,Pass,DaySmart,Matched — Both Systems,2026-04-14
Sean,Davenport,davidhart@example.org,(071) 320-4484,customer,New,Decision Maker,False,96,6,2025-07-19,2025-07-19,New,ZCR-101690,DS-201853,DS-201853,2018-08-15,ARCHIVE,1592.71,20,1361,Haircut,valid,10,Valid,Haircut; High Value; Professional; Retail,Pass,DaySmart,Matched — Both Systems,2026-04-14
James,Knapp,zwalton@example.com,(766) 647-6085,customer,Unqualified,Closed Lost,False,102,57,2025-06-27,2025-06-27,Unqualified,ZCR-101692,DS-201855,DS-201855,2024-10-07,LIVE,988.77,44,1482,Highlights,valid,10,Valid,Beauty; Education; Highlights; Repeat; VIP,Pass,DaySmart,Matched — Both Systems,2026-04-14
Martin,Willis,mark52@example.org,(750) 499-8878,customer,Working,Value Proposition,False,63,11,2025-07-13,2025-07-13,Working,ZCR-101693,DS-201856,DS-201856,2019-06-15,LIVE,3527.77,69,321,Keratin Treatment,valid,10,Valid,Education; Keratin Treatment,Pass,DaySmart,Matched — Both Systems,2026-04-14
Katherine,Sanchez,matthew75@example.com,(494) 902-2840,customer,Converted,Value Proposition,False,115,6,2025-08-02,2025-08-02,Converted,ZCR-101696,DS-200632,DS-200632,2026-01-04,LIVE,4959.89,55,843,Color Treatment,valid,10,Valid,Color Treatment; Education; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Savannah,Figueroa,marylopez@example.net,(721) 215-1904,customer,Converted,,False,66,25,2025-07-08,2025-07-08,Converted,ZCR-101700,DS-201864,DS-201864,2015-01-03,ARCHIVE,2885.33,76,1078,Consultation,valid,10,Valid,Consultation; Fitness; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Jaime,Ramirez,mrodriguez@example.org,(941) 101-4506,customer,Converted,Value Proposition,False,115,40,2025-11-06,2025-11-06,Converted,ZCR-101710,DS-205803,DS-205803,2019-10-31,LIVE,1268.75,4,45,Haircut,valid,10,Valid,Fitness; Haircut; Referral; Retail,Pass,DaySmart,Matched — Both Systems,2026-04-14
James,Palmer,waynedunn@example.net,(887) 924-4940,customer,New,,True,80,12,2025-10-24,2025-10-24,New,ZCR-101720,DS-201885,DS-201885,2019-09-08,LIVE,2682.51,23,517,Highlights,do_not_mail,1,Valid,Education; Highlights; Newsletter; Retail,Do Not Mail,DaySmart,Matched — Both Systems,2026-04-14
Scott,Chandler,williamsonmichael@example.net,(284) 898-7358,customer,Converted,Qualification,False,112,2,2025-05-02,2025-05-02,Converted,ZCR-101737,DS-201904,DS-201904,2025-10-06,LIVE,2562.51,30,62,Pedicure,valid,10,Valid,Corporate; Pedicure; Repeat; VIP,Pass,DaySmart,Matched — Both Systems,2026-04-14
Jonathan,Dorsey,mistywolf@example.com,(785) 150-6688,customer,New,Perception Analysis,False,60,9,2025-11-26,2025-11-26,New,ZCR-101770,DS-201940,DS-201940,2011-01-22,ARCHIVE,3120.99,78,230,Haircut,valid,10,Valid,Haircut; Newsletter; Professional,Pass,DaySmart,Matched — Both Systems,2026-04-14
Holly,Perry,amiller@example.com,(894) 093-6364,customer,Working,Value Proposition,True,109,35,2025-11-22,2025-11-22,Working,ZCR-101771,DS-201941,DS-201941,2014-09-13,ARCHIVE,683.54,17,541,Highlights,do_not_mail,1,Valid,Corporate; High Value; Highlights,Do Not Mail,DaySmart,Matched — Both Systems,2026-04-14
Gabriel,Turner,parkersean@example.net,(657) 168-9621,customer,Qualified,Negotiation,False,50,38,2026-01-19,2026-01-19,Qualified,ZCR-101806,DS-201979,DS-201979,2019-12-24,LIVE,2767.27,72,679,Color Treatment,valid,10,Valid,Color Treatment; Fitness; Healthcare; High Value,Pass,DaySmart,Matched — Both Systems,2026-04-14
Albert,Mccarthy,timothy75@example.org,(016) 909-8513,customer,Working,Needs Analysis,False,43,32,2025-05-28,2025-05-28,Working,ZCR-101822,DS-207382,DS-207382,2015-04-28,ARCHIVE,2353.98,10,1026,Highlights,valid,10,Valid,Beauty; Highlights; Retail,Pass,DaySmart,Matched — Both Systems,2026-04-14
George,Freeman,eric83@example.net,(303) 953-9526,customer,Converted,Proposal,False,104,50,2025-12-29,2025-12-29,Converted,ZCR-101823,DS-201998,DS-201998,2026-03-14,LIVE,832.52,8,1431,Haircut,valid,10,Valid,Corporate; Haircut; Newsletter,Pass,DaySmart,Matched — Both Systems,2026-04-14
Laura,Mann,bgarcia@example.org,(506) 427-2990,customer,Working,Negotiation,False,91,40,2026-02-24,2026-02-24,Working,ZCR-101835,DS-202011,DS-202011,2020-04-17,LIVE,41.97,50,1900,Facial,valid,10,Valid,Facial; Professional; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Tanya,Pittman,ryansmith@example.net,(833) 408-3378,customer,Unqualified,,False,87,8,2025-06-14,2025-06-14,Unqualified,ZCR-101837,DS-202528,DS-202528,2023-03-22,LIVE,3807.74,10,510,Highlights,valid,10,Valid,Corporate; Highlights; Newsletter,Pass,DaySmart,Matched — Both Systems,2026-04-14
Lisa,Smith,paynejoseph@example.org,(340) 508-1056,customer,Working,Needs Analysis,False,20,2,2025-06-25,2025-06-25,Working,ZCR-101846,DS-202023,DS-202023,2013-04-29,ARCHIVE,3365.16,42,785,Highlights,valid,10,Valid,Fitness; High Value; Highlights; Hospitality,Pass,DaySmart,Matched — Both Systems,2026-04-14
Mary,Patrick,walterssuzanne@example.org,(116) 694-6021,customer,Converted,Proposal,False,8,2,2025-06-19,2025-06-19,Converted,ZCR-101847,DS-202024,DS-202024,2021-11-29,LIVE,4469.64,52,380,Highlights,valid,10,Valid,Highlights; Repeat; VIP; Wellness,Pass,DaySmart,Matched — Both Systems,2026-04-14
Jerome,Henderson,douglas12@example.net,(598) 362-0749,customer,Working,Perception Analysis,False,17,12,2026-04-08,2026-04-08,Working,ZCR-101848,DS-202025,DS-202025,2021-10-23,LIVE,736.21,49,1936,Blowout,valid,10,Valid,Blowout; Course; Repeat; VIP,Pass,DaySmart,Matched — Both Systems,2026-04-14
Erica,Clark,smithjeanne@example.net,(791) 407-7128,customer,Unqualified,Closed Won,False,70,37,2025-11-23,2025-11-23,Unqualified,ZCR-101867,DS-202046,DS-202046,2021-02-01,LIVE,1411.87,31,1110,Manicure,valid,10,Valid,Beauty; Education; Manicure; Repeat; VIP,Pass,DaySmart,Matched — Both Systems,2026-04-14
Juan,Farmer,danielwilliams@example.org,(730) 871-4390,customer,Converted,Proposal,False,52,47,2025-09-21,2025-09-21,Converted,ZCR-101918,DS-202101,DS-202101,2016-08-19,ARCHIVE,1526.38,31,1310,Color Treatment,valid,10,Valid,Color Treatment; Education; Hospitality; New Customer,Pass,DaySmart,Matched — Both Systems,2026-04-14
Keith,Jones,ipaul@example.com,(633) 161-4082,customer,Unqualified,,False,17,9,2025-10-08,2025-10-08,Unqualified,ZCR-101924,DS-202108,DS-202108,2019-09-26,LIVE,844.71,20,1937,Consultation,valid,10,Valid,Consultation; Corporate; Professional; Referral,Pass,DaySmart,Matched — Both Systems,2026-04-14
Barbara,Bauer,leslie40@example.com,(199) 508-1900,customer,Converted,Qualification,False,21,9,2025-10-26,2025-10-26,Converted,ZCR-101925,DS-202109,DS-202109,2013-04-27,ARCHIVE,753.58,3,1039,Haircut,valid,10,Valid,Haircut; High Value; Wellness,Pass,DaySmart,Matched — Both Systems,2026-04-14
Maria,Roberts,ynewton@example.org,(107) 890-7869,customer,Unqualified,Needs Analysis,False,110,20,2025-08-26,2025-08-26,Unqualified,ZCR-101936,DS-202121,DS-202121,2011-07-07,ARCHIVE,1947.02,78,339,Facial,catch-all,6,Valid,Corporate; Facial; Hospitality,Pass,DaySmart,Matched — Both Systems,2026-04-14
Lindsey,Cruz MD,qlucas@example.org,(394) 383-7542,customer,Unqualified,Needs Analysis,False,67,18,2025-10-19,2025-10-19,Unqualified,ZCR-101976,DS-202166,DS-202166,2023-07-31,LIVE,2717.97,18,62,Consultation,valid,10,Valid,Consultation; Healthcare; High Value,Pass,DaySmart,Matched — Both Systems,2026-04-14
Andrew,Moore,brian30@example.net,(996) 469-2434,customer,Converted,Proposal,False,31,7,2025-04-17,2025-04-17,Converted,ZCR-101977,DS-201666,DS-201666,2015-04-26,ARCHIVE,1962.91,41,212,Facial,valid,10,Valid,Corporate; Facial; High Value,Pass,DaySmart,Matched — Both Systems,2026-04-14
