master_id,zoho_id,daysmart_id,first_name,last_name,email,phone,last_known_appointment,archive_last_appt,archive_appt_count,archive_total_spent,archive_last_service,daysmart_status,zoho_lead_status,zerobounce_status,rule_applied,reason_archived,email_opens,email_clicks,source_system,record_type,archived_date
DS-202670,ZCR-102435,DS-202670,Crystal,Werner,fwyatt@example.com,(441) 084-3971,2011-08-10,2018-12-04,2,283.1,Blowout,ARCHIVE,Working,unknown,Unsubscribe Rule,Pre-2019 last appointment,12,0,DaySmart,Matched — Both Systems,2026-04-14
DS-202671,ZCR-102436,DS-202671,Mrs.,Alexandria Lambert,austin35@example.net,(827) 173-2031,2015-05-19,,0,0.0,,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,71,43,DaySmart,Matched — Both Systems,2026-04-14
DS-202672,ZCR-102437,DS-202672,Michaela,Davis,,(862) 551-1848,2011-06-17,2017-12-25,1,130.56,Manicure,ARCHIVE,Unqualified,invalid,Clinical Exception,Pre-2019 last appointment,97,16,DaySmart,Matched — Both Systems,2026-04-14
DS-207113,ZCR-102438,DS-207113,Charles,Anderson,njones@example.org,(973) 144-7360,2017-05-01,,0,0.0,,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,26,6,DaySmart,Matched — Both Systems,2026-04-14
DS-205441,ZCR-102443,DS-205441,Dr.,Joseph Davis Jr.,zjohnson@example.net,(045) 650-1638,2012-02-02,2015-04-22,1,248.82,Haircut,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,34,25,DaySmart,Matched — Both Systems,2026-04-14
DS-202728,ZCR-102487,DS-202728,Allison,Wheeler,bryantandre@example.com,(644) 503-0060,2012-05-08,2016-05-02,4,512.88,Massage,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,53,32,DaySmart,Matched — Both Systems,2026-04-14
DS-202735,ZCR-102493,DS-202735,Ernest,Martin,wanda38@example.org,(676) 657-0310,2010-03-14,2017-07-02,2,158.87,Color Treatment,ARCHIVE,Converted,valid,Unsubscribe Rule,Pre-2019 last appointment,1,0,DaySmart,Matched — Both Systems,2026-04-14
DS-202739,ZCR-102497,DS-202739,Amanda,Lewis,martinpamela@example.net,(239) 551-2169,2017-01-20,2018-12-11,3,629.9,Manicure,ARCHIVE,Working,valid,Pass,Pre-2019 last appointment,47,13,DaySmart,Matched — Both Systems,2026-04-14
DS-202779,ZCR-102534,DS-202779,Justin,White,monica87@example.org,(819) 383-4770,2015-11-26,2018-05-20,2,564.54,Color Treatment,ARCHIVE,New,catch-all,Pass,Pre-2019 last appointment,78,16,DaySmart,Matched — Both Systems,2026-04-14
DS-200787,ZCR-102543,DS-200787,Jeffrey,Benjamin,amanda86@example.org,(849) 079-3884,2010-02-15,2011-03-15,1,57.05,Color Treatment,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,113,13,DaySmart,Matched — Both Systems,2026-04-14
DS-202797,ZCR-102550,DS-202797,Shawn,Johnson,joshuahanson@example.net,(843) 828-1404,2015-07-01,2018-12-29,1,264.39,Haircut,ARCHIVE,Converted,valid,Unsubscribe Rule,Pre-2019 last appointment,83,52,DaySmart,Matched — Both Systems,2026-04-14
DS-202813,ZCR-102565,DS-202813,Amy,Miller,caroline00@example.net,(847) 555-7734,2011-06-22,2017-10-30,3,416.43,Color Treatment,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,69,11,DaySmart,Matched — Both Systems,2026-04-14
DS-202814,ZCR-102566,DS-202814,Larry,Lopez,piercemadeline@example.org,(669) 498-3598,2010-07-05,,0,0.0,,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,69,36,DaySmart,Matched — Both Systems,2026-04-14
DS-202822,ZCR-102573,DS-202822,Brandon,Taylor,hernandezstephanie@example.com,(889) 839-2307,2010-07-29,2017-05-12,5,432.71,Consultation,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,96,13,DaySmart,Matched — Both Systems,2026-04-14
DS-202882,ZCR-102629,DS-202882,Michael,Lane,garciascott@example.com,(903) 648-7372,2011-07-12,,0,0.0,,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,87,26,DaySmart,Matched — Both Systems,2026-04-14
DS-202930,ZCR-102672,DS-202930,Allen,Golden,brian94@example.org,(799) 397-7881,2015-05-17,2014-02-12,3,804.87,Facial,ARCHIVE,New,catch-all,Pass,Pre-2019 last appointment,79,54,DaySmart,Matched — Both Systems,2026-04-14
DS-202941,ZCR-102682,DS-202941,Tiffany,Ball,pedro98@example.org,(284) 402-7836,2015-10-29,2016-01-18,1,68.26,Blowout,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,1,1,DaySmart,Matched — Both Systems,2026-04-14
DS-202942,ZCR-102683,DS-202942,Susan,Williamson,daniel47@example.net,(044) 751-5379,2017-02-13,2012-09-29,2,277.92,Highlights,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,49,15,DaySmart,Matched — Both Systems,2026-04-14
DS-202965,ZCR-102703,DS-202965,Lori,Hall,eugenekaufman@example.com,(454) 544-7278,2014-03-30,2017-01-11,3,602.07,Pedicure,ARCHIVE,Qualified,valid,Pass,Pre-2019 last appointment,46,31,DaySmart,Matched — Both Systems,2026-04-14
DS-202966,ZCR-102704,DS-202966,Robert,Velasquez,enielsen@example.com,(406) 686-7994,2015-04-04,2017-06-05,1,194.86,Massage,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,53,5,DaySmart,Matched — Both Systems,2026-04-14
DS-203085,ZCR-102720,DS-203085,Robert,Anderson,fgibson@example.net,(892) 670-1361,2012-10-21,2013-02-17,1,142.47,Color Treatment,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,7,3,DaySmart,Matched — Both Systems,2026-04-14
DS-202986,ZCR-102722,DS-202986,Matthew,Baker,debrahoward@example.com,(859) 282-0666,2018-01-17,2017-02-21,2,91.8,Pedicure,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,117,59,DaySmart,Matched — Both Systems,2026-04-14
DS-202987,ZCR-102723,DS-202987,Patricia,Johnson,smithmegan@example.org,(000) 326-6617,2010-05-20,2018-10-13,2,182.52,Pedicure,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,59,48,DaySmart,Matched — Both Systems,2026-04-14
DS-203002,ZCR-102737,DS-203002,Steven,Holt,hilljoseph@example.org,(050) 980-9934,2015-03-31,,0,0.0,,ARCHIVE,Working,do_not_mail,Do Not Mail,Pre-2019 last appointment,7,1,DaySmart,Matched — Both Systems,2026-04-14
DS-203003,ZCR-102738,DS-203003,Nicholas,Leblanc,qgordon@example.net,(655) 842-2527,2012-02-01,2012-04-02,2,175.01,Massage,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,46,2,DaySmart,Matched — Both Systems,2026-04-14
DS-203004,ZCR-102739,DS-203004,Jeffrey,Tate,larry29@example.org,(775) 019-3252,2010-01-21,,0,0.0,,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,88,7,DaySmart,Matched — Both Systems,2026-04-14
DS-203050,ZCR-102781,DS-203050,Kelly,Carpenter,bobbyknox@example.org,(898) 107-2322,2016-01-14,,0,0.0,,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,95,40,DaySmart,Matched — Both Systems,2026-04-14
DS-203080,ZCR-102809,DS-203080,Matthew,Noble,christinepatterson@example.com,(285) 141-9082,2014-10-08,2015-07-15,2,541.5,Haircut,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,90,50,DaySmart,Matched — Both Systems,2026-04-14
DS-207936,ZCR-102826,DS-207936,Robin,Williams,iparker@example.org,(331) 889-6667,2014-11-01,,0,0.0,,ARCHIVE,Qualified,valid,Pass,Pre-2019 last appointment,36,7,DaySmart,Matched — Both Systems,2026-04-14
DS-205283,ZCR-102828,DS-205283,Jill,Blevins,anthony92@example.com,(436) 902-5855,2013-06-18,2016-05-06,3,549.52,Color Treatment,ARCHIVE,Qualified,valid,Pass,Pre-2019 last appointment,23,19,DaySmart,Matched — Both Systems,2026-04-14
DS-203106,ZCR-102833,DS-203106,Amanda,Costa,ydiaz@example.org,(334) 878-1934,2010-03-28,,0,0.0,,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,37,34,DaySmart,Matched — Both Systems,2026-04-14
DS-203547,ZCR-102854,DS-203547,Gina,Taylor,john07@example.org,(627) 664-7848,2017-12-14,2018-09-26,6,956.22,Massage,ARCHIVE,Working,valid,Pass,Pre-2019 last appointment,7,1,DaySmart,Matched — Both Systems,2026-04-14
DS-203157,ZCR-102878,DS-203157,Kendra,Jones,randy82@example.com,(740) 794-3444,2017-01-25,2016-07-25,2,344.09,Highlights,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,19,7,DaySmart,Matched — Both Systems,2026-04-14
DS-205828,ZCR-102912,DS-205828,David,Baker,andrewhernandez@example.org,(909) 305-2734,2016-03-04,2018-04-17,4,413.78,Color Treatment,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,99,48,DaySmart,Matched — Both Systems,2026-04-14
DS-200506,ZCR-102913,DS-200506,Shane,Caldwell,steven87@example.org,(121) 663-6515,2012-08-11,,0,0.0,,ARCHIVE,Qualified,valid,Pass,Pre-2019 last appointment,88,15,DaySmart,Matched — Both Systems,2026-04-14
DS-203209,ZCR-102925,DS-203209,Tara,Owens,fwalls@example.com,(266) 244-3677,2016-05-14,2011-09-22,1,88.85,Color Treatment,ARCHIVE,Converted,valid,Unsubscribe Rule,Pre-2019 last appointment,11,8,DaySmart,Matched — Both Systems,2026-04-14
DS-203219,ZCR-102934,DS-203219,David,Watson,wrightbrenda@example.net,(225) 494-5703,2017-09-15,2015-12-16,5,974.77,Massage,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,68,19,DaySmart,Matched — Both Systems,2026-04-14
DS-203220,ZCR-102935,DS-203220,Roy,Miller,mariaramirez@example.org,(730) 814-1423,2011-05-21,2016-03-13,7,1189.04,Color Treatment,ARCHIVE,New,unknown,Pass,Pre-2019 last appointment,49,33,DaySmart,Matched — Both Systems,2026-04-14
DS-203221,ZCR-102936,DS-203221,Donald,Guerra,michelle17@example.org,(301) 654-8765,2010-12-08,2018-01-06,4,878.67,Highlights,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,50,15,DaySmart,Matched — Both Systems,2026-04-14
DS-203232,ZCR-102946,DS-203232,Jeremy,Jackson,ramseyandrea@example.com,(327) 272-0667,2016-09-23,2015-05-12,2,501.4,Pedicure,ARCHIVE,Converted,do_not_mail,Unsubscribe Rule,Pre-2019 last appointment,40,26,DaySmart,Matched — Both Systems,2026-04-14
DS-203245,ZCR-102958,DS-203245,Joel,Jefferson,jessicathomas@example.com,(064) 922-2571,2018-02-19,2016-06-23,5,915.26,Manicure,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,20,0,DaySmart,Matched — Both Systems,2026-04-14
DS-207438,ZCR-102959,DS-207438,Willie,Tran,david34@example.net,(087) 845-6135,2010-03-25,2018-05-14,4,633.56,Highlights,ARCHIVE,Working,valid,Pass,Pre-2019 last appointment,18,15,DaySmart,Matched — Both Systems,2026-04-14
DS-203271,ZCR-102982,DS-203271,Mary,Martin,bennettwilliam@example.org,(203) 581-3979,2018-01-29,,0,0.0,,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,119,56,DaySmart,Matched — Both Systems,2026-04-14
DS-205124,ZCR-103037,DS-205124,Debra,Hunter,mlarson@example.org,(636) 620-5704,2016-09-17,2017-06-06,2,253.24,Blowout,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,94,6,DaySmart,Matched — Both Systems,2026-04-14
DS-203338,ZCR-103043,DS-203338,Samantha,Walton,belinda47@example.com,(200) 289-2343,2011-09-25,2016-03-24,1,184.09,Keratin Treatment,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,74,40,DaySmart,Matched — Both Systems,2026-04-14
DS-203390,ZCR-103089,DS-203390,Jose,Guzman,vchristensen@example.com,(894) 338-0536,2014-03-31,,0,0.0,,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,83,1,DaySmart,Matched — Both Systems,2026-04-14
DS-203391,ZCR-103090,DS-203391,Zachary,Hughes,scottlisa@example.com,(805) 445-2925,2018-03-29,2011-07-01,1,194.98,Color Treatment,ARCHIVE,Working,catch-all,Unsubscribe Rule,Pre-2019 last appointment,39,13,DaySmart,Matched — Both Systems,2026-04-14
DS-203392,ZCR-103091,DS-203392,Aaron,West,ashley18@example.net,(310) 587-6869,2015-08-09,,0,0.0,,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,66,24,DaySmart,Matched — Both Systems,2026-04-14
DS-203405,ZCR-103103,DS-203405,Christian,Sullivan,kelly76@example.org,(920) 665-4566,2018-01-19,2016-01-17,5,746.0,Keratin Treatment,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,90,48,DaySmart,Matched — Both Systems,2026-04-14
DS-203408,ZCR-103106,DS-203408,Jessica,Young,stevenadams@example.net,(719) 571-5621,2013-01-18,2017-01-21,2,247.31,Haircut,ARCHIVE,Converted,catch-all,Unsubscribe Rule,Pre-2019 last appointment,100,6,DaySmart,Matched — Both Systems,2026-04-14
DS-203409,ZCR-103107,DS-203409,Michelle,Jones,bradley56@example.net,(590) 037-0861,2012-07-29,2012-05-27,1,205.19,Highlights,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,78,38,DaySmart,Matched — Both Systems,2026-04-14
DS-203441,ZCR-103137,DS-203441,Julia,Erickson,ashleyallen@example.net,(077) 258-4009,2013-08-14,2018-04-25,3,324.02,Pedicure,ARCHIVE,Converted,valid,Unsubscribe Rule,Pre-2019 last appointment,44,21,DaySmart,Matched — Both Systems,2026-04-14
DS-203479,ZCR-103171,DS-203479,Sarah,Swanson,abbottmary@example.org,(323) 969-1186,2017-06-15,2015-02-11,1,160.24,Keratin Treatment,ARCHIVE,Qualified,catch-all,Unsubscribe Rule,Pre-2019 last appointment,111,25,DaySmart,Matched — Both Systems,2026-04-14
DS-203480,ZCR-103172,DS-203480,Mrs.,Wendy Cruz,sandra59@example.org,(396) 597-8269,2011-06-12,,0,0.0,,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,74,59,DaySmart,Matched — Both Systems,2026-04-14
DS-203481,ZCR-103173,DS-203481,Curtis,Martin,newtonmargaret@example.net,(843) 913-4973,2012-04-06,2014-02-17,3,498.6,Massage,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,35,10,DaySmart,Matched — Both Systems,2026-04-14
DS-203513,ZCR-103202,DS-203513,Kevin,Young,frank29@example.org,(114) 231-1547,2015-09-10,2011-08-04,1,59.64,Pedicure,ARCHIVE,Qualified,valid,Pass,Pre-2019 last appointment,117,33,DaySmart,Matched — Both Systems,2026-04-14
DS-203543,ZCR-103229,DS-203543,Nancy,Summers,albert48@example.com,(120) 612-6873,2018-06-20,2017-10-20,5,892.88,Consultation,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,65,21,DaySmart,Matched — Both Systems,2026-04-14
DS-202043,ZCR-103230,DS-202043,Amanda,Lyons,sgarcia@example.net,(080) 045-8724,2018-01-22,2017-02-09,4,620.7,Highlights,ARCHIVE,Converted,valid,Unsubscribe Rule,Pre-2019 last appointment,13,4,DaySmart,Matched — Both Systems,2026-04-14
DS-203560,ZCR-103245,DS-203560,Jaclyn,Bauer,stevenho@example.com,(141) 045-2887,2012-05-06,2018-06-07,2,428.08,Consultation,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,54,6,DaySmart,Matched — Both Systems,2026-04-14
DS-203576,ZCR-103259,DS-203576,Samuel,Ryan,mlee@example.com,(123) 075-6745,2010-07-29,2015-05-25,1,264.99,Keratin Treatment,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,12,0,DaySmart,Matched — Both Systems,2026-04-14
DS-204703,ZCR-103271,DS-204703,Ronnie,Sullivan,mmartin@example.org,(772) 457-4415,2010-07-21,2016-02-28,1,241.36,Haircut,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,7,0,DaySmart,Matched — Both Systems,2026-04-14
DS-203599,ZCR-103279,DS-203599,Mark,Johnson,johntaylor@example.net,(175) 060-9471,2013-04-24,2018-03-18,2,456.96,Blowout,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,37,8,DaySmart,Matched — Both Systems,2026-04-14
DS-203631,ZCR-103308,DS-203631,Candice,Fuller,ashley81@example.com,(880) 595-1556,2014-02-09,2018-06-13,4,343.14,Consultation,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,78,35,DaySmart,Matched — Both Systems,2026-04-14
DS-203654,ZCR-103329,DS-203654,Valerie,Lawson,rpope@example.org,(600) 520-6108,2018-09-05,2012-03-09,1,245.68,Manicure,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,39,21,DaySmart,Matched — Both Systems,2026-04-14
DS-203655,ZCR-103330,DS-203655,Kevin,Barrett,jacob23@example.net,(637) 736-4217,2010-10-24,,0,0.0,,ARCHIVE,Working,valid,Pass,Pre-2019 last appointment,90,46,DaySmart,Matched — Both Systems,2026-04-14
DS-201640,ZCR-103374,DS-201640,Michelle,Villarreal,jberry@example.org,(302) 656-4771,2016-06-27,2011-12-11,1,102.06,Massage,ARCHIVE,Converted,valid,Unsubscribe Rule,Pre-2019 last appointment,82,10,DaySmart,Matched — Both Systems,2026-04-14
DS-203714,ZCR-103385,DS-203714,Marcus,Barajas,cmiller@example.net,(774) 184-1264,2018-04-27,2017-07-21,1,171.86,Massage,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,67,60,DaySmart,Matched — Both Systems,2026-04-14
DS-203810,ZCR-103473,DS-203810,Mrs.,Brooke Patrick,shawnclayton@example.net,(540) 533-4016,2016-07-06,2015-06-14,4,760.88,Pedicure,ARCHIVE,Working,unknown,Pass,Pre-2019 last appointment,10,8,DaySmart,Matched — Both Systems,2026-04-14
DS-203839,ZCR-103500,DS-203839,Bruce,Blevins,adamsamanda@example.com,(362) 748-1873,2014-01-26,2014-07-06,2,293.34,Haircut,ARCHIVE,Unqualified,catch-all,Unsubscribe Rule,Pre-2019 last appointment,48,2,DaySmart,Matched — Both Systems,2026-04-14
DS-203992,ZCR-103639,DS-203992,Laurie,Nguyen,susan08@example.org,(995) 892-8215,2011-02-08,2018-04-27,3,408.66,Highlights,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,14,6,DaySmart,Matched — Both Systems,2026-04-14
DS-204011,ZCR-103657,DS-204011,Chris,Mason,penajanice@example.com,(029) 748-0579,2017-04-01,,0,0.0,,ARCHIVE,Qualified,unknown,Pass,Pre-2019 last appointment,38,35,DaySmart,Matched — Both Systems,2026-04-14
DS-204059,ZCR-103701,DS-204059,Tony,Mora,wardebony@example.org,(837) 158-7544,2015-07-01,,0,0.0,,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,31,7,DaySmart,Matched — Both Systems,2026-04-14
DS-201126,ZCR-103707,DS-201126,Sharon,Alexander,kimberly63@example.net,(083) 906-5402,2014-07-04,2012-04-24,1,234.28,Blowout,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,28,1,DaySmart,Matched — Both Systems,2026-04-14
DS-205616,ZCR-103711,DS-205616,Cathy,Mcclain,michael26@example.net,(946) 946-8339,2011-10-02,2015-03-18,2,413.59,Pedicure,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,114,6,DaySmart,Matched — Both Systems,2026-04-14
DS-204081,ZCR-103721,DS-204081,Nicholas,Ramsey,wrightemily@example.com,(567) 613-4282,2012-06-21,2017-11-23,3,540.89,Consultation,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,28,24,DaySmart,Matched — Both Systems,2026-04-14
DS-204082,ZCR-103722,DS-204082,Roberto,Benson,ldavis@example.com,(205) 139-5414,2013-08-27,2018-02-17,4,350.85,Massage,ARCHIVE,Qualified,valid,Pass,Pre-2019 last appointment,20,19,DaySmart,Matched — Both Systems,2026-04-14
DS-204087,ZCR-103727,DS-204087,Charles,Jimenez,jefferybeck@example.com,(808) 013-6049,2014-03-09,2017-06-29,2,439.03,Pedicure,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,13,2,DaySmart,Matched — Both Systems,2026-04-14
DS-206949,ZCR-103733,DS-206949,Judy,Ward MD,xedwards@example.org,(282) 191-0513,2012-06-28,2016-11-05,3,311.81,Blowout,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,9,3,DaySmart,Matched — Both Systems,2026-04-14
DS-204100,ZCR-103739,DS-204100,Gary,Daniels,meganwong@example.org,(727) 999-9499,2014-08-23,2018-02-28,6,1011.47,Facial,ARCHIVE,Qualified,valid,Pass,Pre-2019 last appointment,11,3,DaySmart,Matched — Both Systems,2026-04-14
DS-205192,ZCR-103769,DS-205192,Eric,Ramirez,qgarcia@example.org,(351) 395-9274,2014-05-28,2018-06-21,3,537.66,Massage,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,3,3,DaySmart,Matched — Both Systems,2026-04-14
DS-204144,ZCR-103780,DS-204144,Christian,Wilson,tinahernandez@example.org,(393) 540-3571,2012-07-10,2018-12-29,4,669.73,Consultation,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,8,2,DaySmart,Matched — Both Systems,2026-04-14
DS-204161,ZCR-103795,DS-204161,Susan,Gutierrez,carrievalenzuela@example.org,(505) 386-5312,2018-01-10,,0,0.0,,ARCHIVE,Converted,valid,Unsubscribe Rule,Pre-2019 last appointment,84,39,DaySmart,Matched — Both Systems,2026-04-14
DS-204162,ZCR-103796,DS-204162,William,Armstrong,millskenneth@example.com,(204) 245-7972,2016-02-11,,0,0.0,,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,106,22,DaySmart,Matched — Both Systems,2026-04-14
DS-204198,ZCR-103829,DS-204198,Susan,Vega,ipierce@example.net,(557) 634-1625,2016-10-23,,0,0.0,,ARCHIVE,Working,valid,Pass,Pre-2019 last appointment,114,14,DaySmart,Matched — Both Systems,2026-04-14
DS-204226,ZCR-103854,DS-204226,Victoria,Harvey,swansonmargaret@example.net,(066) 935-4891,2018-01-07,2013-03-18,1,120.11,Highlights,ARCHIVE,Converted,catch-all,Pass,Pre-2019 last appointment,43,8,DaySmart,Matched — Both Systems,2026-04-14
DS-204315,ZCR-103935,DS-204315,Darrell,Chase,williamsoncassandra@example.org,(001) 450-1624,2010-11-26,2014-12-03,2,158.37,Pedicure,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,53,4,DaySmart,Matched — Both Systems,2026-04-14
DS-204325,ZCR-103943,DS-204325,Richard,Butler,zoeshaffer@example.org,(405) 792-6824,2015-08-14,2014-05-22,1,154.91,Keratin Treatment,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,95,30,DaySmart,Matched — Both Systems,2026-04-14
DS-204334,ZCR-103951,DS-204334,Alicia,Archer,isabel50@example.net,(907) 019-4305,2015-04-11,2014-10-31,2,98.58,Keratin Treatment,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,37,26,DaySmart,Matched — Both Systems,2026-04-14
DS-204348,ZCR-103964,DS-204348,Clayton,Sawyer,laura71@example.org,(856) 306-9066,2018-11-28,2015-10-03,1,183.46,Haircut,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,83,28,DaySmart,Matched — Both Systems,2026-04-14
DS-204363,ZCR-103978,DS-204363,Jeffery,Russell,tracyrivera@example.net,(655) 289-8001,2011-12-03,2018-08-12,5,613.43,Blowout,ARCHIVE,Qualified,valid,Pass,Pre-2019 last appointment,102,58,DaySmart,Matched — Both Systems,2026-04-14
DS-204364,ZCR-103979,DS-204364,Theresa,Long,tsoto@example.org,(563) 075-9257,2013-10-06,2018-06-01,2,326.62,Color Treatment,ARCHIVE,New,catch-all,Unsubscribe Rule,Pre-2019 last appointment,76,5,DaySmart,Matched — Both Systems,2026-04-14
DS-204381,ZCR-103994,DS-204381,Patrick,Wilkerson,icole@example.org,(871) 634-5784,2012-12-18,2016-12-23,3,601.33,Blowout,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,105,24,DaySmart,Matched — Both Systems,2026-04-14
